,age,marital,segment,SocialMedia,income,creditRating,aveSpend,touchpoints,nTouchpoints,recent_touchpoint,num_creditRating,single,divorced,married,unknown,P4,P3,P2,P1,U,N,Y,C,B,D,A,F,E,New,G
9432,30,single,P3,Y,48000.0,E,1122.76,mailDestination emailDiscount emailDestination emailDiscount smsDiscount smsDiscount mailDiscount smsDiscount,8,smsDiscount,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
9433,47,married,P2,N,55000.0,E,270.1,emailDestination emailDestination emailGift mailDiscount emailDestination emailDiscount emailDiscount,7,emailDiscount,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
9434,53,married,P2,N,69000.0,C,142.1,smsDestination mailGift smsDestination emailDestination mailDestination emailDestination smsDestination emailDiscount,8,emailDiscount,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
9435,38,married,P3,Y,52000.0,D,2.5,emailDestination,1,emailDestination,4,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
9436,31,single,P2,N,72000.0,A,13227.77,mailDiscount,1,mailDiscount,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
9437,49,divorced,P1,N,43000.0,D,1546.95,emailDiscount emailDestination mailDiscount mailGift mailDiscount smsDiscount emailDiscount emailDiscount,8,emailDiscount,4,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
9438,26,single,P2,U,78000.0,B,89.45,emailDestination emailDiscount emailDestination,3,emailDestination,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
9439,54,divorced,P3,Y,65328.0,E,195.6,emailDestination emailDestination emailDestination emailDestination mailDiscount emailDestination,6,emailDestination,5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
9440,31,married,P1,Y,23204.0,G,2.5,emailDestination,1,emailDestination,7,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
9441,40,married,P3,N,123000.0,B,59.69,mailGift,1,mailGift,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
9442,39,single,P3,U,23000.0,B,7.92,emailDestination,1,emailDestination,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
9443,51,married,P3,N,24353.0,A,670.76,emailGift emailDestination emailDestination emailDiscount emailDestination,5,emailDestination,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9444,52,married,P2,U,32000.0,E,51.26,emailDiscount,1,emailDiscount,5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
9445,40,single,P1,U,60000.0,B,101.7,smsDiscount smsDestination,2,smsDestination,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
9446,40,married,P2,Y,69000.0,A,673.87,mailDestination,1,mailDestination,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9447,55,married,P3,Y,90000.0,A,39.4,smsDestination smsDestination emailDestination smsDestination smsDestination smsDestination smsDestination,7,smsDestination,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
9448,50,married,P1,Y,72000.0,B,24.43,emailDiscount,1,emailDiscount,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
9449,22,single,P2,U,50000.0,E,36.76,emailDestination emailDestination emailDestination,3,emailDestination,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
9450,29,single,P2,U,90000.0,A,447.17,emailDestination emailGift mailGift smsDiscount mailDiscount emailDiscount smsDestination,7,smsDestination,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
9451,34,married,P3,N,130000.0,B,1709.54,emailGift emailDiscount mailGift emailDestination,4,emailDestination,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
9452,43,married,P4,U,72000.0,A,0.49,smsDiscount,1,smsDiscount,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9453,31,single,P4,U,200000.0,D,46.45,emailDiscount emailDestination emailDestination emailDiscount emailDiscount,5,emailDiscount,4,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9454,40,single,P3,N,80000.0,B,36.48,mailGift emailDestination mailGift emailDestination,4,emailDestination,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
9455,57,married,P1,Y,65000.0,A,7.5,emailDestination,1,emailDestination,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
9456,27,married,P1,Y,58500.0,D,5.22,smsDiscount,1,smsDiscount,4,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
9457,55,single,P3,Y,48000.0,B,207.19,emailDestination emailDestination mailDestination emailDestination smsDiscount,5,smsDiscount,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
9458,30,single,P2,Y,35000.0,C,664.43,mailGift,1,mailGift,3,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
9459,54,married,P2,Y,52000.0,C,6580.25,emailDiscount emailDiscount emailDestination emailDiscount mailDiscount emailDiscount emailDestination mailGift,8,mailGift,3,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
9460,31,single,P4,N,51000.0,C,944.95,emailDiscount emailDestination emailDestination,3,emailDestination,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
9461,50,married,P3,Y,55000.0,E,24.43,emailDiscount,1,emailDiscount,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
9462,32,married,P2,U,90000.0,B,465.0,emailDestination mailDiscount emailDestination,3,emailDestination,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
9463,25,married,P4,Y,46000.0,A,426.69,emailDestination mailDestination mailDiscount,3,mailDiscount,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
9464,36,married,P3,U,98000.0,A,281.19,emailDiscount smsGift emailDiscount emailDestination,4,emailDestination,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
9465,35,single,P3,N,200000.0,F,77.8,emailDestination emailDestination emailDestination emailDiscount emailDestination,5,emailDestination,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
9466,54,divorced,P3,Y,72000.0,B,27.55,smsGift,1,smsGift,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
9467,43,married,P4,Y,93000.0,B,286.74,mailDiscount mailDiscount,2,mailDiscount,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9468,33,married,P2,N,50000.0,C,648.33,mailDestination emailDiscount emailGift,3,emailGift,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
9469,30,single,P2,N,72000.0,D,499.08,emailDestination emailDiscount smsGift emailDestination emailDiscount emailGift emailDiscount emailDiscount,8,emailDiscount,4,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
9470,55,married,P3,N,50500.0,A,0.4,smsDiscount,1,smsDiscount,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9471,33,married,P4,Y,49000.0,D,12.13,emailDestination,1,emailDestination,4,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
9472,30,single,P1,U,124000.0,A,753.11,emailDiscount emailDiscount emailDestination emailGift mailDiscount emailDiscount,6,emailDiscount,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
9473,34,married,P1,N,65000.0,D,190.4,smsDiscount emailDiscount,2,emailDiscount,4,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
9474,30,single,P3,U,72000.0,B,2.5,emailDestination,1,emailDestination,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
9475,28,single,P3,U,150000.0,E,440.0,mailDiscount mailDiscount mailDiscount mailDiscount mailDiscount mailDiscount mailDiscount mailDiscount,8,mailDiscount,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
9476,33,married,P2,N,98000.0,C,19.63,emailDestination emailDestination,2,emailDestination,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
9477,28,single,P4,U,93400.0,B,7.5,emailDestination,1,emailDestination,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9478,29,single,P2,U,35000.0,E,7.5,emailDestination,1,emailDestination,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
9479,49,married,P1,N,40000.0,C,1379.91,emailDiscount,1,emailDiscount,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
9480,37,married,P3,Y,75000.0,A,20.17,emailDiscount,1,emailDiscount,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
9481,21,single,P1,N,55000.0,C,7.36,emailDestination,1,emailDestination,3,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
9482,30,single,P2,Y,35000.0,C,664.43,mailGift,1,mailGift,3,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
9483,41,married,P4,U,36000.0,A,1691.03,smsDiscount smsGift emailDiscount smsDiscount,4,smsDiscount,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9484,27,married,P2,U,70000.0,D,60.46,smsDestination smsDestination emailDestination smsDestination smsDestination smsDestination mailDestination smsDiscount,8,smsDiscount,4,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
9485,31,divorced,P1,U,99672.0,A,5.71,smsDestination,1,smsDestination,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
9486,27,married,P3,N,49000.0,C,6762.79,mailDiscount mailDiscount mailDiscount mailDiscount mailDiscount mailDiscount smsGift,7,smsGift,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9487,25,single,P4,N,35000.0,C,4.53,emailDestination smsDiscount,2,smsDiscount,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
9488,58,married,P3,Y,127700.0,A,578.08,smsGift emailDiscount mailGift emailDiscount smsGift emailDestination smsDestination emailGift,8,emailGift,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
9489,31,married,P1,U,96000.0,B,155.1,emailDestination emailDiscount emailDestination emailDiscount smsDiscount emailDestination,6,emailDestination,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
9490,48,married,P1,N,32000.0,C,944.95,emailDiscount emailDestination emailDestination,3,emailDestination,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
9491,50,married,P1,N,45000.0,D,57.09,mailGift,1,mailGift,4,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
9492,41,married,P2,Y,96000.0,F,346.44,emailDiscount smsGift smsDestination emailDiscount emailDestination emailDiscount,6,emailDiscount,6,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
9493,47,married,P2,U,75000.0,A,233.6,mailDiscount emailDestination emailDestination emailDestination emailDiscount emailDiscount,6,emailDiscount,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
9494,33,married,P4,U,61000.0,C,12.13,emailDestination,1,emailDestination,3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
9495,40,married,P2,U,115000.0,A,604.46,emailDiscount emailDestination emailDiscount emailDiscount smsDestination,5,smsDestination,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
9496,43,married,P4,Y,62000.0,G,62.85,emailDiscount mailDiscount,2,mailDiscount,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9497,27,married,P2,U,40000.0,C,7.88,emailDestination,1,emailDestination,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
9498,46,single,P3,N,60514.0,B,181.1,emailDestination emailDiscount smsGift emailDestination emailDestination emailDiscount,6,emailDiscount,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
9499,44,married,P1,Y,37000.0,B,1250.0,mailDiscount smsDiscount,2,smsDiscount,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
9500,33,married,P1,Y,51960.0,B,4.92,emailDestination,1,emailDestination,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
9501,39,single,P1,U,60000.0,A,7.36,emailDestination,1,emailDestination,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
9502,31,married,P1,U,70000.0,B,2204.97,mailDiscount smsDestination mailDiscount smsDiscount mailDiscount smsDiscount emailDiscount,7,emailDiscount,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
9503,35,married,P3,Y,40000.0,D,158.27,emailDiscount,1,emailDiscount,4,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
9504,35,married,P2,Y,51480.0,C,20.83,emailDestination,1,emailDestination,3,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
9505,34,single,P3,U,150000.0,E,33.61,emailDiscount smsGift emailDestination,3,emailDestination,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
9506,36,married,P4,Y,70000.0,F,42.95,emailDestination emailDiscount smsDiscount smsDiscount smsDiscount,5,smsDiscount,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9507,51,married,P2,N,24353.0,A,670.76,emailGift emailDestination emailDestination emailDiscount emailDestination,5,emailDestination,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
9508,51,married,P4,U,65000.0,A,1297.45,smsGift emailDestination emailDestination emailGift emailDestination,5,emailDestination,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
9509,34,single,P2,Y,42000.0,A,78.81,emailDiscount,1,emailDiscount,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
9510,46,married,P3,Y,52000.0,A,51.44,mailDiscount smsDiscount,2,smsDiscount,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
9511,33,married,P1,Y,66700.0,B,12.13,emailDestination,1,emailDestination,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
9512,31,married,P1,Y,68000.0,A,73.77,smsDestination emailDiscount,2,emailDiscount,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
9513,29,married,P2,N,65000.0,B,67.93,mailDiscount emailDiscount emailDestination,3,emailDestination,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
9514,41,married,P3,N,32000.0,C,69.38,emailDestination emailDiscount,2,emailDiscount,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9515,58,married,P4,N,32000.0,C,3674.0,emailDestination,1,emailDestination,3,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
9516,38,married,P1,U,75000.0,A,53.67,emailDiscount,1,emailDiscount,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
9517,43,divorced,P1,Y,36000.0,D,82.27,emailDestination,1,emailDestination,4,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
9518,33,married,P2,Y,35000.0,E,2.5,emailDestination,1,emailDestination,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
9519,47,married,P4,Y,93000.0,C,12.13,emailDestination,1,emailDestination,3,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
9520,37,married,P1,U,94500.0,E,234.3,emailDestination mailDestination emailDiscount emailDestination emailDiscount mailGift mailDestination,7,mailDestination,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
9521,42,married,P3,U,65000.0,A,13.8,emailDestination emailDestination,2,emailDestination,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
9522,57,married,P4,Y,42000.0,C,2.57,emailDestination,1,emailDestination,3,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
9523,44,divorced,P1,N,70000.0,B,485.58,emailDestination emailDestination emailDiscount emailDiscount emailDestination,5,emailDestination,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
9524,41,single,P1,Y,70000.0,C,392.28,smsDestination emailGift emailDestination emailGift emailDiscount,5,emailDiscount,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
9525,35,married,P3,N,120426.0,D,736.52,emailDestination emailDestination emailDiscount mailDiscount mailDiscount,5,mailDiscount,4,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
9526,29,married,P1,U,60000.0,E,112.99,emailDiscount emailDiscount mailDestination,3,mailDestination,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
9527,45,married,P2,Y,76000.0,D,58.68,smsDestination emailDestination,2,emailDestination,4,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
9528,49,married,P3,N,87000.0,C,5020.58,mailDiscount,1,mailDiscount,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9529,39,married,P4,U,58000.0,B,7.32,mailDiscount,1,mailDiscount,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9530,36,married,P4,Y,85000.0,B,585.13,mailDiscount mailDiscount emailGift mailDestination emailDiscount,5,emailDiscount,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9531,32,married,P4,U,31000.0,D,170.19,emailDestination emailDestination smsDiscount emailDiscount smsGift,5,smsGift,4,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9532,37,married,P1,Y,65000.0,C,0.21,smsDiscount,1,smsDiscount,3,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
9533,26,married,P1,N,58000.0,F,533.24,smsGift emailDestination,2,emailDestination,6,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
9534,34,single,P2,U,58000.0,C,61.51,smsGift,1,smsGift,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
9535,57,married,P2,Y,99000.0,C,55.74,emailDiscount smsGift,2,smsGift,3,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
9536,30,married,P2,N,45000.0,D,3113.18,emailGift mailDestination smsDiscount smsDestination mailDiscount smsDestination emailDestination,7,emailDestination,4,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
9537,35,married,P2,U,100000.0,D,392.93,smsDestination emailDiscount emailDiscount mailGift emailDestination,5,emailDestination,4,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
9538,47,married,P2,U,79000.0,A,7292.88,mailDiscount mailDiscount emailDestination emailDiscount emailDestination emailDiscount mailDiscount emailDiscount,8,emailDiscount,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
9539,59,married,P1,N,130000.0,A,487.84,smsGift mailDiscount,2,mailDiscount,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
9540,43,married,P2,U,64000.0,B,533.96,emailGift mailDiscount mailDiscount mailDiscount smsDiscount emailDiscount smsDiscount,7,smsDiscount,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
9541,27,single,P1,Y,58000.0,C,7.92,emailDestination,1,emailDestination,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
9542,29,single,P4,Y,46000.0,A,90.94,smsDestination emailDiscount,2,emailDiscount,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
9543,45,married,P2,N,56000.0,C,172.46,mailDiscount emailDestination,2,emailDestination,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
9544,49,single,P3,Y,75000.0,C,1060.0,emailDestination emailDiscount mailDiscount,3,mailDiscount,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
9545,24,single,P3,Y,114000.0,D,146.39,emailDestination emailDiscount emailDiscount emailDiscount,4,emailDiscount,4,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
9546,31,single,P4,Y,92000.0,New,12.13,emailDestination,1,emailDestination,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9547,35,divorced,P1,U,80000.0,C,172.46,emailGift emailDiscount,2,emailDiscount,3,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
9548,38,married,P1,U,34000.0,A,302.5,emailDestination mailDiscount,2,mailDiscount,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
9549,30,divorced,P4,U,65000.0,B,3369.52,mailDiscount,1,mailDiscount,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
9550,31,single,P2,U,54000.0,D,842.45,emailDestination emailDestination emailGift emailDestination,4,emailDestination,4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
9551,44,married,P4,N,135000.0,C,303.25,mailGift mailDiscount emailGift emailDiscount smsDiscount smsDiscount smsDiscount emailDestination,8,emailDestination,3,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
9552,33,married,P4,N,59688.0,D,1218.07,emailDiscount emailDestination smsDestination emailDestination emailGift emailDestination,6,emailDestination,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
9553,45,married,P3,U,120000.0,B,2.5,emailDestination,1,emailDestination,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
9554,34,married,P3,N,130000.0,C,175.39,emailDiscount mailGift emailDestination emailDestination emailDiscount,5,emailDiscount,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
9555,52,married,P1,N,55000.0,A,12.13,emailDestination,1,emailDestination,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
9556,32,single,P3,Y,40000.0,F,3356.21,mailDiscount mailDiscount mailDiscount mailDestination,4,mailDestination,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
9557,58,married,P1,Y,80000.0,D,99.49,mailDiscount,1,mailDiscount,4,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
9558,44,married,P2,Y,68000.0,D,0.21,smsDiscount,1,smsDiscount,4,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
9559,36,single,P1,U,56000.0,A,4.51,mailGift,1,mailGift,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
9560,38,married,P3,N,88000.0,A,7.5,emailDestination emailDestination emailDestination,3,emailDestination,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
9561,25,married,P1,N,21000.0,E,2.5,emailDestination,1,emailDestination,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
9562,37,married,P1,U,40000.0,D,33.66,emailGift smsDiscount emailDestination,3,emailDestination,4,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
9563,34,married,P4,N,75000.0,A,5.78,smsDiscount emailDestination,2,emailDestination,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9564,29,married,P1,N,65000.0,A,13.93,smsDestination mailDiscount,2,mailDiscount,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
9565,31,single,P2,N,72000.0,A,13227.77,mailDiscount,1,mailDiscount,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
9566,42,married,P1,Y,84000.0,B,208.21,mailDestination mailDestination smsGift mailDestination smsDiscount mailDestination,6,mailDestination,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
9567,51,divorced,P3,Y,140000.0,B,12.5,emailDestination,1,emailDestination,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
9568,41,married,P2,Y,124000.0,E,163.59,emailDestination mailDiscount emailDiscount,3,emailDiscount,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
9569,53,married,P3,U,86805.0,D,56.31,emailDiscount smsDestination emailDestination,3,emailDestination,4,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
9570,25,single,P3,U,74000.0,D,33.47,emailDestination mailDiscount,2,mailDiscount,4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
9571,36,married,P2,N,30000.0,New,76.4,emailGift,1,emailGift,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
9572,28,single,P3,N,21000.0,B,604.46,emailDiscount emailDestination emailDiscount emailDiscount smsDestination,5,smsDestination,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
9573,52,single,P2,U,35000.0,C,371.94,mailDiscount emailDiscount emailDestination mailDiscount emailDiscount emailDiscount,6,emailDiscount,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
9574,30,married,P1,N,60000.0,C,287.13,emailGift emailDiscount emailDestination,3,emailDestination,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
9575,47,single,P4,N,61000.0,B,2.2,emailDestination,1,emailDestination,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
9576,37,married,P3,Y,78000.0,A,37.12,smsDiscount smsGift,2,smsGift,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
9577,36,married,P2,U,40000.0,C,1256.1,mailDiscount mailGift mailDiscount,3,mailDiscount,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
9578,33,married,P3,U,33000.0,F,1216.73,emailDiscount emailDiscount emailDestination smsGift mailDiscount smsDestination smsDiscount emailDiscount,8,emailDiscount,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
9579,53,divorced,P4,N,61000.0,F,1332.29,smsDestination mailDiscount emailDestination emailDestination emailDiscount mailDiscount,6,mailDiscount,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
9580,57,married,P2,N,36300.0,C,41.42,emailGift,1,emailGift,3,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
9581,49,married,P1,Y,80000.0,C,11812.39,emailDestination mailDiscount emailDestination smsGift emailDestination smsDestination,6,smsDestination,3,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
9582,43,single,P3,Y,31200.0,B,74.42,emailDiscount,1,emailDiscount,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
9583,34,married,P2,Y,70000.0,D,184.05,emailDestination emailDiscount,2,emailDiscount,4,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
9584,32,married,P3,U,140000.0,C,115.39,mailDiscount emailDestination,2,emailDestination,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
9585,32,married,P4,Y,180000.0,C,115.39,mailDiscount emailDestination,2,emailDestination,3,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
